Geo Key,City,Country/Region,State/Province,Postal Code,Region
Kissimmee|Florida,Kissimmee,United States,Florida,34741,South
Knoxville|Tennessee,Knoxville,United States,Tennessee,37918,South
La Crosse|Wisconsin,La Crosse,United States,Wisconsin,54601,Central
La Mesa|California,La Mesa,United States,California,91941,West
La Porte|Indiana,La Porte,United States,Indiana,46350,Central
La Porte|Texas,La Porte,United States,Texas,77571,Central
La Quinta|California,La Quinta,United States,California,92253,West
Lafayette|Indiana,Lafayette,United States,Indiana,47905,Central
Lafayette|Louisiana,Lafayette,United States,Louisiana,70506,South
Laguna Niguel|California,Laguna Niguel,United States,California,92677,West
Lake Charles|Louisiana,Lake Charles,United States,Louisiana,70601,South
Lake Elsinore|California,Lake Elsinore,United States,California,92530,West
Lake Forest|California,Lake Forest,United States,California,92630,West
Lakeland|Florida,Lakeland,United States,Florida,33801,South
Lakeville|Minnesota,Lakeville,United States,Minnesota,55044,Central
Lakewood|California,Lakewood,United States,California,90712,West
Lakewood|New Jersey,Lakewood,United States,New Jersey,8701,East
Lakewood|Ohio,Lakewood,United States,Ohio,44107,East
Lancaster|California,Lancaster,United States,California,93534,West
Lancaster|Ohio,Lancaster,United States,Ohio,43130,East
Lancaster|Pennsylvania,Lancaster,United States,Pennsylvania,17602,East
Lansing|Michigan,Lansing,United States,Michigan,48911,Central
Laredo|Texas,Laredo,United States,Texas,78041,Central
Las Cruces|New Mexico,Las Cruces,United States,New Mexico,88001,West
Las Vegas|Nevada,Las Vegas,United States,Nevada,89115,West
Laurel|Maryland,Laurel,United States,Maryland,20707,East
Lawrence|Indiana,Lawrence,United States,Indiana,46226,Central
Lawrence|Massachusetts,Lawrence,United States,Massachusetts,1841,East
Lawton|Oklahoma,Lawton,United States,Oklahoma,73505,Central
Layton|Utah,Layton,United States,Utah,84041,West
League City|Texas,League City,United States,Texas,77573,Central
Lebanon|Tennessee,Lebanon,United States,Tennessee,37087,South
Lehi|Utah,Lehi,United States,Utah,84043,West
Leominster|Massachusetts,Leominster,United States,Massachusetts,1453,East
Lewiston|Idaho,Lewiston,United States,Idaho,83501,West
Lewiston|Maine,Lewiston,United States,Maine,4240,East
Lincoln Park|Michigan,Lincoln Park,United States,Michigan,48146,Central
Linden|New Jersey,Linden,United States,New Jersey,7036,East
Lindenhurst|New York,Lindenhurst,United States,New York,11757,East
Little Rock|Arkansas,Little Rock,United States,Arkansas,72209,South
Littleton|Colorado,Littleton,United States,Colorado,80122,West
Lodi|California,Lodi,United States,California,95240,West
Logan|Utah,Logan,United States,Utah,84321,West
Long Beach|California,Long Beach,United States,California,90805,West
Long Beach|New York,Long Beach,United States,New York,11561,East
Longmont|Colorado,Longmont,United States,Colorado,80501,West
Longview|Washington,Longview,United States,Washington,98632,West
Lorain|Ohio,Lorain,United States,Ohio,44052,East
Los Angeles|California,Los Angeles,United States,California,90004,West
Louisville|Colorado,Louisville,United States,Colorado,80027,West
Louisville|Kentucky,Louisville,United States,Kentucky,40214,South
Loveland|Colorado,Loveland,United States,Colorado,80538,West
Lowell|Massachusetts,Lowell,United States,Massachusetts,1852,East
Lubbock|Texas,Lubbock,United States,Texas,79424,Central
Macon|Georgia,Macon,United States,Georgia,31204,South
Madison|Wisconsin,Madison,United States,Wisconsin,53711,Central
Malden|Massachusetts,Malden,United States,Massachusetts,2148,East
Manchester|Connecticut,Manchester,United States,Connecticut,6040,East
Manhattan|Kansas,Manhattan,United States,Kansas,66502,Central
Mansfield|Texas,Mansfield,United States,Texas,76063,Central
Manteca|California,Manteca,United States,California,95336,West
Maple Grove|Minnesota,Maple Grove,United States,Minnesota,55369,Central
Margate|Florida,Margate,United States,Florida,33063,South
Marietta|Georgia,Marietta,United States,Georgia,30062,South
Marion|Iowa,Marion,United States,Iowa,52302,Central
Marion|Ohio,Marion,United States,Ohio,43302,East
Marlborough|Massachusetts,Marlborough,United States,Massachusetts,1752,East
Marysville|Washington,Marysville,United States,Washington,98270,West
Mason|Ohio,Mason,United States,Ohio,45040,East
Mcallen|Texas,Mcallen,United States,Texas,78501,Central
Medford|Oregon,Medford,United States,Oregon,97504,West
Medina|Ohio,Medina,United States,Ohio,44256,East
Melbourne|Florida,Melbourne,United States,Florida,32935,South
Memphis|Tennessee,Memphis,United States,Tennessee,38109,South
Mentor|Ohio,Mentor,United States,Ohio,44060,East
Meriden|Connecticut,Meriden,United States,Connecticut,6450,East
Meridian|Idaho,Meridian,United States,Idaho,83642,West
Mesa|Arizona,Mesa,United States,Arizona,85204,West
Mesquite|Texas,Mesquite,United States,Texas,75150,Central
Miami|Florida,Miami,United States,Florida,33142,South
Middletown|Connecticut,Middletown,United States,Connecticut,6457,East
Midland|Michigan,Midland,United States,Michigan,48640,Central
Milford|Connecticut,Milford,United States,Connecticut,6460,East
Milwaukee|Wisconsin,Milwaukee,United States,Wisconsin,53209,Central
Minneapolis|Minnesota,Minneapolis,United States,Minnesota,55407,Central
Miramar|Florida,Miramar,United States,Florida,33023,South
Mishawaka|Indiana,Mishawaka,United States,Indiana,46544,Central
Mission Viejo|California,Mission Viejo,United States,California,92691,West
Missoula|Montana,Missoula,United States,Montana,59801,West
Missouri City|Texas,Missouri City,United States,Texas,77489,Central
Mobile|Alabama,Mobile,United States,Alabama,36608,South
Modesto|California,Modesto,United States,California,95351,West
Moncton|New Brunswick,Moncton,Canada,New Brunswick,E1A,East
Monroe|Louisiana,Monroe,United States,Louisiana,71203,South
Monroe|North Carolina,Monroe,United States,North Carolina,28110,South
Montebello|California,Montebello,United States,California,90640,West
Montgomery|Alabama,Montgomery,United States,Alabama,36116,South
Montreal|Quebec,Montreal,Canada,Quebec,H1A,East
Moorhead|Minnesota,Moorhead,United States,Minnesota,56560,Central
Moreno Valley|California,Moreno Valley,United States,California,92553,West
Morgan Hill|California,Morgan Hill,United States,California,95037,West
Morristown|New Jersey,Morristown,United States,New Jersey,7960,East
Mount Pleasant|Michigan,Mount Pleasant,United States,Michigan,48858,Central
Mount Pleasant|South Carolina,Mount Pleasant,United States,South Carolina,29464,South
Mount Vernon|New York,Mount Vernon,United States,New York,10550,East
Murfreesboro|Tennessee,Murfreesboro,United States,Tennessee,37130,South
Murray|Kentucky,Murray,United States,Kentucky,42071,South
Murray|Utah,Murray,United States,Utah,84107,West
Murrieta|California,Murrieta,United States,California,92563,West
Muskogee|Oklahoma,Muskogee,United States,Oklahoma,74403,Central
Naperville|Illinois,Naperville,United States,Illinois,60540,Central
Nashua|New Hampshire,Nashua,United States,New Hampshire,3060,East
Nashville|Tennessee,Nashville,United States,Tennessee,37211,South
New Albany|Indiana,New Albany,United States,Indiana,47150,Central
New Bedford|Massachusetts,New Bedford,United States,Massachusetts,2740,East
New Brunswick|New Jersey,New Brunswick,United States,New Jersey,8901,East
New Castle|Indiana,New Castle,United States,Indiana,47362,Central
New Rochelle|New York,New Rochelle,United States,New York,10801,East
New York City|New York,New York City,United States,New York,10009,East
Newark|Delaware,Newark,United States,Delaware,19711,East
Newark|Ohio,Newark,United States,Ohio,43055,East
Newport News|Virginia,Newport News,United States,Virginia,23602,South
Niagara Falls|New York,Niagara Falls,United States,New York,14304,East
Noblesville|Indiana,Noblesville,United States,Indiana,46060,Central
Norfolk|Nebraska,Norfolk,United States,Nebraska,68701,Central
Normal|Illinois,Normal,United States,Illinois,61761,Central
Norman|Oklahoma,Norman,United States,Oklahoma,73071,Central
North Charleston|South Carolina,North Charleston,United States,South Carolina,29406,South
North Las Vegas|Nevada,North Las Vegas,United States,Nevada,89031,West
North Miami|Florida,North Miami,United States,Florida,33161,South
Norwich|Connecticut,Norwich,United States,Connecticut,6360,East
Oak Park|Illinois,Oak Park,United States,Illinois,60302,Central
Oak Park|Michigan,Oak Park,United States,Michigan,48237,Central
Oakland|California,Oakland,United States,California,94601,West
Oceanside|California,Oceanside,United States,California,92054,West
Oceanside|New York,Oceanside,United States,New York,11572,East
Odessa|Texas,Odessa,United States,Texas,79762,Central
Oklahoma City|Oklahoma,Oklahoma City,United States,Oklahoma,73120,Central
Olathe|Kansas,Olathe,United States,Kansas,66062,Central
Olympia|Washington,Olympia,United States,Washington,98502,West
Omaha|Nebraska,Omaha,United States,Nebraska,68104,Central
Ontario|California,Ontario,United States,California,91761,West
Orange|New Jersey,Orange,United States,New Jersey,7050,East
Orem|Utah,Orem,United States,Utah,84057,West
Orland Park|Illinois,Orland Park,United States,Illinois,60462,Central
Orlando|Florida,Orlando,United States,Florida,32839,South
Ormond Beach|Florida,Ormond Beach,United States,Florida,32174,South
Oswego|Illinois,Oswego,United States,Illinois,60543,Central
Overland Park|Kansas,Overland Park,United States,Kansas,66212,Central
Owensboro|Kentucky,Owensboro,United States,Kentucky,42301,South
Oxnard|California,Oxnard,United States,California,93030,West
Palatine|Illinois,Palatine,United States,Illinois,60067,Central
Palm Coast|Florida,Palm Coast,United States,Florida,32137,South
Park Ridge|Illinois,Park Ridge,United States,Illinois,60068,Central
Parker|Colorado,Parker,United States,Colorado,80134,West
Parma|Ohio,Parma,United States,Ohio,44134,East
Pasadena|California,Pasadena,United States,California,91104,West
Pasadena|Texas,Pasadena,United States,Texas,77506,Central
Pasco|Washington,Pasco,United States,Washington,99301,West
Passaic|New Jersey,Passaic,United States,New Jersey,7055,East
Paterson|New Jersey,Paterson,United States,New Jersey,7501,East
Pearland|Texas,Pearland,United States,Texas,77581,Central
Pembroke Pines|Florida,Pembroke Pines,United States,Florida,33024,South
Pensacola|Florida,Pensacola,United States,Florida,32503,South
Peoria|Arizona,Peoria,United States,Arizona,85345,West
Peoria|Illinois,Peoria,United States,Illinois,61604,Central
Perth Amboy|New Jersey,Perth Amboy,United States,New Jersey,8861,East
Pharr|Texas,Pharr,United States,Texas,78577,Central
Philadelphia|Pennsylvania,Philadelphia,United States,Pennsylvania,19120,East
Phoenix|Arizona,Phoenix,United States,Arizona,85023,West
Pico Rivera|California,Pico Rivera,United States,California,90660,West
Pine Bluff|Arkansas,Pine Bluff,United States,Arkansas,71603,South
Plainfield|New Jersey,Plainfield,United States,New Jersey,7060,East
Plano|Texas,Plano,United States,Texas,75023,Central
Plantation|Florida,Plantation,United States,Florida,33317,South
Pleasant Grove|Utah,Pleasant Grove,United States,Utah,84062,West
Pocatello|Idaho,Pocatello,United States,Idaho,83201,West
Pomona|California,Pomona,United States,California,91767,West
Pompano Beach|Florida,Pompano Beach,United States,Florida,33068,South
Port Arthur|Texas,Port Arthur,United States,Texas,77642,Central
Port Orange|Florida,Port Orange,United States,Florida,32127,South
Port Saint Lucie|Florida,Port Saint Lucie,United States,Florida,34952,South
Portage|Indiana,Portage,United States,Indiana,46368,Central
Portland|Oregon,Portland,United States,Oregon,97206,West
Providence|Rhode Island,Providence,United States,Rhode Island,2908,East
Provo|Utah,Provo,United States,Utah,84604,West
Pueblo|Colorado,Pueblo,United States,Colorado,81001,West
Quebec City|Quebec,Quebec City,Canada,Quebec,G1B,East
Quincy|Illinois,Quincy,United States,Illinois,62301,Central
Quincy|Massachusetts,Quincy,United States,Massachusetts,2169,East
Raleigh|North Carolina,Raleigh,United States,North Carolina,27604,South
Rancho Cucamonga|California,Rancho Cucamonga,United States,California,91730,West
Rapid City|South Dakota,Rapid City,United States,South Dakota,57701,Central
Reading|Pennsylvania,Reading,United States,Pennsylvania,19601,East
Redding|California,Redding,United States,California,96003,West
Redlands|California,Redlands,United States,California,92374,West
Redmond|Oregon,Redmond,United States,Oregon,97756,West
Redmond|Washington,Redmond,United States,Washington,98052,West
Redondo Beach|California,Redondo Beach,United States,California,90278,West
Redwood City|California,Redwood City,United States,California,94061,West
Regina|Saskatchewan,Regina,Canada,Saskatchewan,S0G,West
Reno|Nevada,Reno,United States,Nevada,89502,West
Renton|Washington,Renton,United States,Washington,98059,West
Revere|Massachusetts,Revere,United States,Massachusetts,2151,East
Richardson|Texas,Richardson,United States,Texas,75080,Central
Richmond|Indiana,Richmond,United States,Indiana,47374,Central
Richmond|Kentucky,Richmond,United States,Kentucky,40475,South
